OTU	rel.abund.	group	Phylum	Family	Genus	Species	label
ASV_pfp_n0y_4su	0.00158746957349984	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0207429357603979	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00246369294605809	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00116701244813278	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0285269709543568	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.043957468879668	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.000129668049792531	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0307313278008299	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0697614107883817	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00324170124481328	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0626296680497925	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.000103966314913968	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0207412798253366	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0345687997088943	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.000311898944741904	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0362842439049748	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0337370691895826	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00103966314913968	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.00285907366013412	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00422958612975391	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0016428970917226	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.00978747203579418	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0213926174496644	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00297119686800895	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0141568791946309	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0628495525727069	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.000908836689038031	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.00734060402684564	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00500950077733633	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00115160937410031	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.030344907007543	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.049058559336673	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00161225312374043	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0266597570104221	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0484251741809178	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00236079921690563	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0551045085506996	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00279122508613546	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00274761219416459	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0252954773431026	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0521610187971564	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00850451393431899	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0133455449430852	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0204980592263073	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.011775480832134	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.056565920886214	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0014959960106773	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00891730955384119	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0369012349300402	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0149012935965504	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0693731483382711	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00366665688891496	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.00988530697251474	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0137572966472089	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.140594291748555	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0183326967813618	Smoker baseline	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0151730842679074	Smoker baseline	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0720461095100865	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.000104163049894101	Smoker baseline	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.11836394569633	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.000486094232839138	Smoker baseline	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.00187493489809382	Smoker baseline	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0116662615881393	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.120169438561161	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0148445118647741	M6 no smoking cessation	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0159280528768014	M6 no smoking cessation	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0543937588037707	M6 no smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00162531151804096	M6 no smoking cessation	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0301224401343591	M6 no smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00108354101202731	M6 no smoking cessation	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0088850362986239	M6 no smoking cessation	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0109437642214758	M6 no smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.140318561057536	M6 no smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00475116379517205	Smoker baseline	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00273551854873542	Smoker baseline	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0392570907520276	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0136296011901905	Smoker baseline	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00791860632528675	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0268272783990018	Smoker baseline	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0239477851898066	Smoker baseline	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00782262321831358	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0298987378221433	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.01361230148727	M6 smoking cessation	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.000630199142929166	M6 smoking cessation	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0178976556591883	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0126039828585833	M6 smoking cessation	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00441139400050416	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0284850012603983	M6 smoking cessation	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.00819258885807915	M6 smoking cessation	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.002268716914545	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0122258633728258	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0014265335235378	Smoker baseline	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.000603533413804455	Smoker baseline	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0347854713047295	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0522879403050587	Smoker baseline	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00888840118512016	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.030231537364205	Smoker baseline	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0346757379567651	Smoker baseline	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00625480083397345	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.072753209700428	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00271370420624152	M6 smoking cessation	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.000759837177747626	M6 smoking cessation	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0223609226594301	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0786431478968792	M6 smoking cessation	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00206241519674355	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.043853459972863	M6 smoking cessation	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0450474898236092	M6 smoking cessation	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00797829036635007	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0155766621438263	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0179994503984611	Smoker baseline	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0137400384721077	Smoker baseline	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0556471558120363	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0283044792525419	Smoker baseline	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00247320692497939	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00948062654575433	Smoker baseline	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0222588623248145	Smoker baseline	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0140148392415499	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0424567188788129	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00285740621255415	M6 smoking cessation	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00742003871324546	M6 smoking cessation	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0394045534150613	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0438289243248226	M6 smoking cessation	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00705134113743202	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0173287860632316	M6 smoking cessation	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0252096967462439	M6 smoking cessation	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0196331459120656	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0977970319845147	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0119360902255639	Smoker baseline	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0181390977443609	Smoker baseline	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0418233082706767	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00394736842105263	Smoker baseline	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0257518796992481	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00357142857142857	Smoker baseline	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.00921052631578947	Smoker baseline	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0152255639097744	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0794172932330827	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0110469068660775	M6 smoking cessation	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.01472920915477	M6 smoking cessation	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0482664853840925	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00430546113754815	M6 smoking cessation	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0222637661454793	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00379560389757535	M6 smoking cessation	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0134828914570587	M6 smoking cessation	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0267391796963517	M6 smoking cessation	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0535350101971448	M6 smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.012586532410321	Smoker baseline	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0228130899937067	Smoker baseline	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0575833857772184	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00943989930774072	Smoker baseline	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0229704216488357	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00975456261799874	Smoker baseline	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.013215859030837	Smoker baseline	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0217117684078037	Smoker baseline	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0665512901195721	Smoker baseline	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0235858902108119	M6 no smoking cessation	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0155499895637654	M6 no smoking cessation	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0540596952619495	M6 no smoking cessation	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0144020037570445	M6 no smoking cessation	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
